relpath	family	optype	label	topic	text
MAT/lineMAT/example2	MAT	lineMAT	Line	color and end caps	Orientation-independent line widths, with endcap and joint controls. Several SOP types rendered with the Line Material and displayed with sopRender from the Palette to tumble/zoom. Drag-drop SOPs to toRender (easier than wiring, it's a Select SOP). toRender's viewer is set to Wireframe (w). flick sopRender to autoRotate. Things to try: - near-far color/width tapering controls - end caps - joints - Points, Vectors
MAT/lineMAT/example3	MAT	lineMAT	Line	animate width	SOP has 'width' attribute, animated. Play with Line Width Bias, Steepness, Linarize, and Near-Far distances. Turn the Points on.
MAT/lineMAT/example4	MAT	lineMAT	Line	instance CHOP samples	A few hundred thousand samples are created in CHOPs, then passed to the Geometry COMP for instancing. geo1 has convert2 for display, a SOP with one point, and one Particle primitive containing the point. The point has to be part of a particle system to render by the Line MAT (or any MAT) as a single point (the SOP cannot be just one point with no primitives, it needs a primitive, and the Convert SOP converts it to a Particle System primitive).
MAT/lineMAT/example5	MAT	lineMAT	Line	table, line width, double-render	Lines are defined in a DAT. passed to Add SOP where points are specified into a polygon. geo1 is Line Mat, geo2 is same geometty, but with default Phone MAT. geo1 is at z = -.1 to make sure it gets rendered in background.
MAT/lineMAT/example6	MAT	lineMAT	Line	vectors from TOPs	Line MAT example drawing vectors. Vectors are defined in TOPs feeding geo_vector. level1 adding alpha by setting Low A to 1. level1 looks smoother than render1 because Viewer Smoothness menu set to Mipmap Pixels.
MAT/lineMAT/example7	MAT	lineMAT	Line	constant coverage	As you zoom into the point cloud object, the circle size is adjusted to give approxiimately the the same screen coverage to make it look like the points form one continuous surface. In the Line MAT it is using a Depth Interpolation Model set to Inverse Distance with an exponent set to 1. That means a point that is twice as far away as another point has a size (radius) that is double.
MAT/pbrMAT/example1	MAT	pbrMAT	PBR	basic	"""""""The individual textures are selected from the Substance TOP and added to Substance TOP parameter under the """"""""Maps"""""""" page on the PBR MAT. pbr1 is the Material of geo1. Inside the Geometry COMP has a SOP with tangent, normal, and uv attributes. In the scene there is a point light and an environment light with moviefilein1 as the environment map. The environment light is required for ambient occlusion to be visible."""""""
MAT/pbrMAT/example2	MAT	pbrMAT	PBR	separate substance	"""""""In this case the individual textures are selected from the Substance Designer package and added to the respective map parameter under the """"""""Maps"""""""" page on the PBR MAT. basecolor is modified before being sent to the PBR MAT."""""""
MAT/pbrMAT/example3	MAT	pbrMAT	PBR	multi-buffer render	pbr1 is the material of geo1, and two instances are created of geo. Substance TOP is added to Substance TOP parameter on PBR MAT (pbr1). This automatically unpacks all the textures in the package and assigns them to their respective maps. Overriding the Substance TOP is done by filling in a map parameter. The Normal Map in the Substance TOP is being overriden by normal1 in the Normal Map parameter. pbr1 has an emit map of moviefilein1 (banana). This is illustrated by the continuous dimming of the point lights. When they are both fully dimmed the banana is still visible, since it is emitting its own light. pbr2 does not have an emit map so it is completely black when the lights are fully dimmed. pbr1 has a rim light, which is also most visible when the two point lights are dimmed. pbr1 has 5 additional maps put into the color buffers of the Render TOP (done on the Advanced Page of PBR MAT: roughness, metallic, ambient occlusion, normal, emit). Color buffers can be selected using the Render Select TOP and the color buffer's index. Index is based on the parameter on the Advanced page of PBR MAT. Color buffer size is increased using the parameter on the Render TOP. pbr2 does not have any additional color buffers on the Advanced page so it is not visible in those 5 Render Select TOPs.
MAT/pbrMAT/example4	MAT	pbrMAT	PBR	parallex height map	"""""""This example demonstrates the difference between two PBR materials, one using a height map, and one not. The sphere on the left of the render is not using a height map, while the sphere on the right is. The individual textures are selected from the Substance Designer package and added to the respective map parameter under the """"""""Maps"""""""" page on both PBR MATs. no_height and using_height PBR MAT are the materials of no_height_geo and using_height_geo respectively."""""""
MAT/phongMAT/example1	MAT	phongMAT	Phong	Phong basic	Select base color and normal from a Substance TOP and add them to Color map and Normal map respectively. Change the specular lighting to be yellow instead. Add an environment map (moviefilein1) to phong1 and rotate it to the left side.
MAT/pointspriteMAT/example1	MAT	pointspriteMAT	Point Sprite	texture particles	The Point Sprite MAT can be applied to particles (creatable using the Particle SOP, DAT to SOP, or Convert SOP). By default, point sprites will aways face the camera. You can apply color, a color map, change the size of the created point sprite from a square to a rectangle, and scale the size of the point sprite. A point sprite's final size controls the number of pixels wide/high it is, regardless of how far it is from the camera, unless you are using attenuation (for that, see the Point Sprite attenuation snippet).
MAT/pointspriteMAT/example2	MAT	pointspriteMAT	Point Sprite	attenuate point sprite scale	"""""""The Point Sprite MAT can be applied to particles (creatable using the Particle SOP, DAT to SOP, or Convert SOP). By default, point sprites will aways face the camera. You can apply color, a color map, change the size of the created point sprite from a square to a rectangle, and scale the size of the point sprite. In this example the Point Sprite MAT is using attenuation, so the how many pixels wide&high each point sprite is, is depending on the distance to the camera. To illustrate this, the parameter """"""""Attenuate far distance"""""""" is animated - points that are farther than or at this distance from the camera will use the Far Point Scale Parameter."""""""
MAT/pointspriteMAT/example3	MAT	pointspriteMAT	Point Sprite	visualize point clouds	"""""""The Point Sprite MAT (or Line MAT) can also be used to easily visualize instanced point clouds, by adjusting its """"""""Constant Point Scale"""""""" parameter. In this example we instance a single particle in the Geo COMP using a point cloud as instance data for position and color of the instances."""""""
MAT/switchMAT/example1	MAT	switchMAT	Switch	switch materials	The Switch MAT allows you to switch between multiple materials.
POP/_conceptsPOP/example1	POP	_conceptsPOP		topology points vertices primitives	"""""""The Circle POP is one of the most simple POPs. By default, it is one """"""""closed"""""""" """"""""line strip"""""""" primitive made of 40 vertices, and each vertex is a point in the points list which has 40 points. circle2 shows it as 13 points in one open line strip (an arc) of 13 vetices. The DATs popto_points, popto_vertives, popto_primitives show the structure of the Circle POP."""""""
POP/_conceptsPOP/example2	POP	_conceptsPOP		attributes	Attributes are data associated with POP geometry. Points, Vertex (Vertices) and Primitives (polygons, lines, etc) can have any number of attributes. In POPs, position (P) is standard, and built-in optional attributes are normals (N), texture coordinates (Tex), color (Color), etc. A point attribute is a named set of numbers, one for each point of a POP. A scalar point attribute is a single number for each point. A vector point attribute is 2, 3 or 4 numbers per point, such as the P (position) attribute which is a float3 (3-number) vector attribute. A primitive attribute is a named set of numbers, one for each primitive of a POP. A scalar primitive attribute is a single number for each primitive. A vector primitive attribute is 2, 3 or 4 numbers per primitive. A vertex attribute is a named set of numbers, one for each vertex of each primitive of a POP. A scalar vertex attribute is a single number for each vertex. A vector vertex attribute is 2, 3 or 4 numbers per vertex.
